job_id,title,company,location,url,is_easy_apply,experience_years,is_english,passed_filter,priority_tier,priority_label,ai_score,ai_reason,posted_time,applicants,job_description
4400750226,Senior Fullstack-Entwickler (Plattform-Performance &amp; Skalierung) (Python · Next.js/React) (m/w/d),JobNinja,,https://www.linkedin.com/jobs/view/4400750226,False,,False,False,99,,0.0,JD主体为德语,,,"Über uns

JobNinja gehört zu den führenden Online-Jobbörsen in Deutschland. Seit 2016 bringen wir erfolgreich Fach- und Führungskräfte mit Top-Arbeitgebern zusammen – und das mit einem selbst entwickelten Traffic Optimizer, der jeder Stellenanzeige die maximale Reichweite verschafft.
4401470008,Data Engineer - Survey Tools (m/f/d),Statista,方向不匹配，纯数据工程岗位，非前端/全栈或AI应用工程,2026-04-15 19:17:19
4399971716,SAP GTS Developer,BRINK Group,SAP特定系统开发，与候选人前端/全栈或AI应用工程方向不符。,2026-04-15 19:17:19
4380358461,"Senior Quantum Algorithm Engineer, Optimization",IQM Quantum Computers,量子算法工程师，领域过于专业且与候选人前端/全栈或AI应用工程方向不符。,2026-04-15 19:17:19
4402256236,Senior DevSecOps Consultant (m/w/d),Sopra Steria,DevSecOps咨询师，与候选人前端/全栈或AI应用工程方向不符。,2026-04-15 19:17:19
4389986398,Senior Fullstack Developer m/w/d (8138),Instaffo,公司Instaffo在黑名单中，直接过滤。,2026-04-15 19:17:19
4402504782,DevOps Engineer (m/w/d),Cloudogu GmbH,DevOps工程师，与候选人前端/全栈或AI应用工程方向不符。,2026-04-15 19:17:19
4402517086,CloudOps Engineer / Consultant (m/w/x),VertiGIS,CloudOps工程师/咨询师，与候选人前端/全栈或AI应用工程方向不符。,2026-04-15 19:17:19
4402242800,Cloud Engineer (m/w/d),Sopra Steria,云工程师，与候选人前端/全栈或AI应用工程方向不符。,2026-04-15 19:17:19
4389738470,Senior Full Stack Web Developer (m/w/x),Instaffo,公司Instaffo在黑名单中，直接过滤。,2026-04-15 19:17:19
4388349018,DevOps Engineer Mobile Roboter (m/w/d),Innok Robotics,DevOps 工程师岗位，与候选人主要目标（前端/全栈开发）及次要目标（AI应用工程）的技术栈和职责方向不符，属于基础设施/运维范畴。,2026-04-15 19:17:19
4401439252,Systemingenieur IoT Devices & Embedded Systems (m/w/d),Rocken®,岗位方向为物联网设备和嵌入式系统，与前端/全栈或AI应用工程方向不符。,2026-04-15 19:23:00
4399970133,iOS App Developer (m/w/d),Cranberry Apps,纯iOS原生开发岗位，与候选人偏好的React Native移动开发或前端/全栈方向不符。,2026-04-15 19:23:00
4366769485,Software Engineer mit Schwerpunkt im Data Engineering (m/w/d),CONTACT Software,岗位侧重数据工程，与前端/全栈或AI应用工程方向不符。,2026-04-15 19:23:00
4399992685,Senior SAP ABAP Entwickler (m/w/d) für die Energiewirtschaft,Enecon Consulting GmbH – SAP-Beratung für die Energiewirtschaft,纯SAP ABAP开发岗位，技术栈与候选人核心诉求及偏好不符。,2026-04-15 19:23:00
4390149342,Software-/Prozessentwickler Customer Service (m/w/d),Liebherr Mobile and Crawler Cranes,标题模糊，侧重流程开发和客户服务，无法明确判断与前端/全栈工程方向的匹配度，倾向过滤。,2026-04-15 19:23:00
4399978732,SAP ABAP Entwickler,Cavendish Professionals,纯SAP ABAP开发岗位，技术栈与候选人核心诉求及偏好不符。,2026-04-15 19:23:00
4379961780,Staff Infrastructure Software Engineer (Kubernetes),Cresta,岗位方向为基础设施软件工程师（Kubernetes），与前端/全栈或AI应用工程方向不符。,2026-04-15 19:23:00
4365747072,Solution Engineer für Softwareentwicklung in Vertriebsfällen (m/w/d),CONTACT Software,解决方案工程师，涉及销售支持和软件开发，但更偏向销售/集成而非核心产品工程开发。,2026-04-15 19:23:00
4401420743,Cloud Platform Engineer Microsoft (m/w/d),Rocken®,岗位方向为云平台工程师，更偏向基础设施/DevOps，与前端/全栈或AI应用工程方向不符。,2026-04-15 19:23:00
4402251863,Cobol-Programmierer (m/w/d),Empion,COBOL编程岗位，技术栈与候选人核心诉求及可接受范围严重不符，属于方向不匹配。,2026-04-15 19:23:00
4318295068,Data Engineer (w/m/d) - TV,Instaffo,公司 Instaffo 在黑名单中，直接过滤。,2026-04-15 19:23:00
4370702877,Requirements Engineer (all genders),adesso insurance solutions GmbH,需求工程师岗位，属于纯项目管理/产品管理范畴，不涉及工程开发职责，与候选人目标不符。,2026-04-15 19:23:00
4402254590,Softwareingenieur:in - German Speaker,Empion,标题明确要求“German Speaker”，属于强德语门槛，直接过滤。,2026-04-15 19:23:00
4399950694,AWS DevOps Engineer (m/w/d) - bis 100.000€ | Energie Sector | 100% Remote,ForTech Consulting GmbH,DevOps工程师岗位，与候选人主要目标（前端/全栈/AI应用工程）方向不匹配。,2026-04-15 19:23:00
4371091477,(Senior) Cloud Data Engineer (w/m/d),Sogeti,数据工程师岗位，与候选人主要目标（前端/全栈/AI应用工程）方向不匹配。,2026-04-15 19:23:00
4399954474,Plattform Cloud Engineer (m/w/d),ageneo Life Science Experts (Interim Solutions) GmbH,岗位为“Plattform Cloud Engineer”，主要职责偏向平台/云基础设施工程，与候选人前端/全栈开发或AI应用工程的核心目标不匹配。,2026-04-15 19:23:00
4402291826,Senior Big Data Engineer (m/w/d),Sopra Steria,方向不匹配，专业领域偏离 [F2][F6],2026-04-15 19:28:36
4401405122,Lead Engineer – Infrastructure & Platform,Jobgether,岗位方向不匹配，级别可能过高 [F3][F6],2026-04-15 19:28:36
4401188881,DevOps Engineer,KBC Technologies Group,岗位方向不匹配，非开发核心 [F6],2026-04-15 19:28:36
4379405719,🎥 iOS Video Engineer | Remote Anywhere in Europe | Up to $200k | Power the Next Wave of Music + Short‑Form Video 🎶,Venchr,移动端技术栈不匹配 (iOS Native) [F6],2026-04-15 19:28:36
4402261105,"Senior Android Engineer (B2B, Contract) | Kotlin, Jetpack Compose, Coroutines, Flow, RxJava | Modernising Legacy Android Platform | €330/day | Fully Remote | 6-Month Contract",Owen Thomas | B Corp™,移动端技术栈不匹配 (Android Native) [F6],2026-04-15 19:28:36
4399932858,Lead Software Engineer,WeDo,岗位级别过高，方向不明确 [F3][F6],2026-04-15 19:28:36
4326501466,Senior Software Engineer - CUDA,Oho Group,专业领域不匹配，方向偏离 [F6],2026-04-15 19:28:36
4352755327,Senior Softwareentwicklerin / Softwareentwickler (m/w/d) Embedded Betriebssysteme,Scheidt & Bachmann,专业领域不匹配，嵌入式系统 [F6],2026-04-15 19:28:36
4402540209,"Studierende Game Design, Medieninformatik, Informatik o. �.",CSB-System,岗位面向学生，不符资历 [F6],2026-04-15 19:28:36
4402535393,Softwareentwickler (m/w/d) Embedded-Software,INRO Elektrotechnik GmbH,专业领域不匹配，嵌入式软件 [F6],2026-04-15 19:28:36
4402533471,SPS-Programmierer:in (M/W/D)*,it factum GmbH,专业领域不匹配，PLC编程 [F6],2026-04-15 19:28:36
4402525872,SPS-Programmierer (m/w/d),Rolf Janssen GmbH,方向不匹配，纯工业自动化 [F1],2026-04-15 19:28:36
4401408519,Senior PHP Engineer - IT - Dev Team (all genders),ABOUT YOU,纯后端PHP技术栈偏离 [F2],2026-04-15 19:28:36
4402262103,System Engineer MBSE (All Genders),Expleo Group,方向不匹配，纯系统工程 [F1],2026-04-15 19:28:36
4389937059,Cloud Engineer,Booz Allen Hamilton,信息不足，方向不明确 [F6],2026-04-15 19:28:36
4401750451,Senior Embedded Linux Engineer (m/f/d),ML!PA Consulting GmbH,方向不匹配，纯嵌入式开发 [F1],2026-04-15 19:28:36
4402254486,Technical Enablement & Developer Relations Lead,TetraScience,岗位级别过高按规则过滤 [F3],2026-04-15 19:28:36
4401402565,Principal App Engineer - App & Web (all genders),ABOUT YOU,岗位级别过高按规则过滤 [F3],2026-04-15 19:28:36
4401136933,WordPress WooCommerce Developer - Remote,YO IT Consulting,WordPress站点搭建复杂度低 [F5],2026-04-15 19:28:36
4399977249,Staff Systems Engineer - System Safety,FERNRIDE,方向不匹配，纯系统工程 [F1],2026-04-15 19:28:36
4387880957,Infrastructure Security Engineer (f/m/d),Sonar,基础设施安全岗，方向不符 [F6],2026-04-15 19:32:34
4401196661,Senior Platform Engineer - AWS - Commerce Cloud Platform (all genders),ABOUT YOU,平台工程师，方向不符 [F6],2026-04-15 19:32:34
4402236416,DevOps Engineer (m/w/d) im Bereich Managed Services,Hyand Solutions,DevOps工程师，方向不符 [F6],2026-04-15 19:32:34
4402094704,Mistral Cloud - Site Reliability Engineer,Mistral AI,SRE岗位，方向不符 [F6],2026-04-15 19:32:34
4402523912,Senior Infrastructure Engineer (Platform engineering),Workato,基础设施平台岗，方向不符 [F6],2026-04-15 19:32:34
4390354633,Ausbildung (m/w/d) zum Fachinformatiker für Anwendungsentwicklung (m/w/d),Aufinity Group | bezahl.de,培训学徒岗，不符经验和目标 [F6],2026-04-15 19:32:34
4399988405,AI Compiler Engineer (Senior),roofline,AI编译器工程师，方向不符 [F6],2026-04-15 19:32:34
4402502762,OpenShift Platform Engineer (m/w/d),Creditreform Group,平台工程师，方向不符 [F6],2026-04-15 19:32:34
4401445463,Systemingenieur (m/w/d),Bertrandt Group,系统工程师，方向不符 [F6],2026-04-15 19:32:34
4401437917,DevOps Engineer (m/w/d),emagine,DevOps工程师，方向不符 [F6],2026-04-15 19:32:34
4365780409,Software Engineer mit Schwerpunkt im Data Engineering (m/w/d),CONTACT Software,数据工程方向，与目标不符 [F6],2026-04-15 19:32:34
4325388978,Sr. QA Automation Engineer - Pro,Kraken,QA自动化工程师，方向不符 [F1],2026-04-15 19:32:34
4401416274,Staff/Senior Platform Engineer - Cloud Platform (all genders),ABOUT YOU,平台/云工程方向，非前端/全栈，按规则过滤 [F6],2026-04-15 19:32:34
4401133009,"Software Engineer lll, Site Reliability Engineering",Google,SRE方向，非前端/全栈，按规则过滤 [F6],2026-04-15 19:32:34
4399901745,DevOps / Kubernetes Consultant (m(/w/d),Fairsource,DevOps/咨询方向，非前端/全栈，按规则过滤 [F6],2026-04-15 19:32:34
4401439646,Senior Infrastructure Engineer | Upto $80/hr,Mercor,基础设施工程方向，非前端/全栈，按规则过滤 [F6],2026-04-15 19:32:34
4370448362,DevOps Engineer (all genders),adesso insurance solutions GmbH,DevOps方向，非前端/全栈，按规则过滤 [F6],2026-04-15 19:32:34
4365750079,Software Engineer mit Schwerpunkt im Data Engineering (m/w/d),CONTACT Software,数据工程方向，非前端/全栈，按规则过滤 [F6],2026-04-15 19:32:34
4399944788,Senior Rust Engineer (m/w/d),CmdScale GmbH,Rust后端工程，非优先技术栈，按规则过滤 [F6],2026-04-15 19:32:34
4401789119,Linux / Open-Source System Engineer (m/w/d),BeCon,系统工程方向，非前端/全栈，按规则过滤 [F6],2026-04-15 19:32:34
4365762048,Solution Engineer für Softwareentwicklung in Vertriebsfällen (m/w/d),CONTACT Software,销售支持类岗位，方向不匹配 [F1],2026-04-15 19:36:17
4401438413,System Engineer (m/w/d),Rocken®,信息不足，按规则过滤 [F6],2026-04-15 19:36:17
4402270017,Systems Engineer / Projektleiter (m/w/d) für Kommunikationssysteme – FCAS,Technology & Strategy,纯项目管理岗位，方向不匹配 [F1],2026-04-15 19:36:17
4402215861,Systems Engineer / Technical Project Manager (m/f/d),mamgo | Talente 🔗 Jobs,纯项目管理岗位，方向不匹配 [F1],2026-04-15 19:36:17
4365773453,Software Engineer mit Schwerpunkt im Data Engineering (m/w/d),CONTACT Software,数据工程方向，与核心诉求偏离 [F2],2026-04-15 19:36:17
4401424297,Low-Code Developer (m/w/d) - Warehousing,flaschenpost SE,低代码开发，工程复杂度低 [F5],2026-04-15 19:36:17
4402289641,Senior Cloud Engineer / Kubernetes Networking - STACKIT (m/w/d),STACKIT,云计算/运维方向，与核心诉求偏离 [F2],2026-04-15 19:36:17
4363881469,(Senior) Technical Cloud Customer Success Engineer (all genders) – 100 % Remote (DE),Instaffo,公司在黑名单中，直接过滤 [Blacklist],2026-04-15 19:36:17
4399937578,Auszubildender zum Fachinformatiker Anwendungsentwicklung (m/w/d) - Ausbildungsbeginn 2027,NETZSCH Group,学徒岗位，与候选人级别不符 [F6],2026-04-15 19:36:17
4399791871,Senior Backend Developer (PHP/Laravel) (m/w/d),Verisk,纯后端PHP，与候选人方向不符 [F2],2026-04-15 19:36:17
4402047299,Senior Softwareentwickler (m/w/d) C#/.NET,Amadeus Fire,纯后端.NET，与候选人方向不符 [F2],2026-04-15 19:36:17
4365762046,Senior Anwendungsentwickler*in – Solution Engineering (m/w/d),CONTACT Software,标题信息模糊，按规则过滤 [F6],2026-04-15 19:36:17
4369957011,Software Developer (m/w/d),Instaffo,公司在黑名单中，按规则过滤 [Blacklist],2026-04-15 19:36:17
4401743425,Softwareentwickler (all genders) HMI (Qt/QML),EWM GmbH,HMI开发与核心技术栈不符 [F6],2026-04-15 19:36:17
4391867030,Softwareentwickler Automatisierungsplattform (m/w/d),NEWSTON,标题信息模糊，按规则过滤 [F6],2026-04-15 19:36:17
4401731863,Senior Mobile Engineer - Android (m/f/d),Flix,纯原生Android，与React Native不符 [F6],2026-04-15 19:36:17
4400732332,Senior Backend Engineer (m/f/x),Contorion,纯后端岗位，信息不足按规则过滤 [F6],2026-04-15 19:36:17
4389476584,Software Engineer I - Entry Level,Mercor,标题信息模糊，按规则过滤 [F6],2026-04-15 19:36:17
4399743292,Cloud Engineer (English speaking) (M/F/D),MobiLab Solutions,纯云工程岗位，与候选人方向不符 [F1],2026-04-15 19:36:17
4402536445,Data Engineer (all genders),chargecloud,数据工程师，方向与核心诉求不符 [F1],2026-04-15 19:40:45
4385749377,Requirements Engineer für KI- & GenAI-Projekte (m/w/d),Reply,需求工程师，非AI应用开发工程岗 [F1],2026-04-15 19:40:45
4386691133,Game Developer – Remote,Twine,游戏开发方向不明确，信息不足过滤 [F6],2026-04-15 19:40:45
4389485217,Lead Software Engineer | $100/hr Max,Mercor,岗位级别偏高，可能偏向管理层 [F3],2026-04-15 19:40:45
4380322533,System Engineer im Key Account Bundeswehr (all genders) - DE,Frequentis,系统工程师，方向与核心诉求不符 [F1],2026-04-15 19:40:45
4344006127,Ingenieurin / Ingenieur / Elektrotechnikerin / Elektrotechniker / Informatikerin / Informatiker (m/w/d) als Software Entwickler C / C++,Scheidt & Bachmann,C/C++开发，技术栈与核心诉求不符 [F2],2026-04-15 19:40:45
4389809071,Quant Developer - Mandarin Speaking (Open to Relocation),Hyphen Connect,量化开发，方向与核心诉求不匹配 [F1],2026-04-15 19:40:45
4399984863,Senior Data Engineer (m/w/d),just experts,数据工程师，方向与核心诉求不匹配 [F1],2026-04-15 19:40:45
4399967418,Systementwickler m/w/d),Rheinmetall,系统开发，方向与核心诉求不匹配 [F1],2026-04-15 19:40:45
4389931343,Security Engineer (m/w/d),Instaffo,黑名单公司，且方向不匹配 [F1],2026-04-15 19:40:45
4401427582,IT Infrastructure & Workplace Systems Engineer (m/w/d),Rocken®,IT基础设施工程师，方向不匹配 [F1],2026-04-15 19:40:45
4399935856,VBA-Entwickler / interner IT-Support (m/w/d),IllusionFACTORY,VBA开发与IT支持，技术栈和方向不符 [F1][F2],2026-04-15 19:40:45
4370389151,System Engineer SAP Services (w/m/d),Endress+Hauser Group,岗位方向与前端/全栈不匹配 [F1],2026-04-15 19:40:45
4400739130,Senior Data Engineer,Dartmouth Partners,岗位方向与前端/全栈不匹配 [F1],2026-04-15 19:40:45
4399760194,Systems Software Engineer (C++ / Linux),Nicholson Search and Selection,系统软件工程方向不匹配 [F1],2026-04-15 19:40:45
4384937745,(Senior) Software Engineer Data (m/f/d),Axel Springer National Media & Tech GmbH & Co. KG,岗位方向与前端/全栈不匹配 [F1],2026-04-15 19:40:45
4399750045,"Lead Backend / Platform Engineer (.NET, Cloud, Distributed Systems)",Major Manufacturing,纯后端且技术栈偏离，按规则过滤 [F2],2026-04-15 19:40:45
4401597453,Senior Developer – .NET / C# (w/m/d),everii Group,纯后端且技术栈偏离，按规则过滤 [F2],2026-04-15 19:40:45
4401539124,Technischer Entwickler (m/w/d),ReiCat GmbH,标题信息模糊，按规则过滤 [F6],2026-04-15 19:40:45
4401511394,Software Engineer (DevOps),Brainlab,DevOps方向与候选人前端/全栈目标不符 [F1],2026-04-15 19:40:45
4388476482,Principal Voice AI Engineer,Zendesk,岗位级别过高按规则过滤 [F3],2026-04-15 19:45:01
4399917682,Enterprise Architect,Leidos,岗位级别过高按规则过滤 [F3],2026-04-15 19:45:01
4400719329,IT-Engineer(gn) – Workplace ERP,LHM Services GmbH,信息不足，按规则过滤 [F6],2026-04-15 19:45:01
4390351659,Softwarearchitekt (m/w/d),LVM Versicherung,岗位级别过高按规则过滤 [F3],2026-04-15 19:45:01
4366756900,Software Engineer mit Schwerpunkt im Data Engineering (m/w/d),CONTACT Software,偏向数据工程，方向不匹配 [F1],2026-04-15 19:45:01
4380330871,Senior Site Reliability Engineer (all genders),TeamViewer,偏向运维工程，方向不匹配 [F1],2026-04-15 19:45:01
4377359772,Fachinformatiker:in (m/w/d) Fachrichtung Anwendungsentwicklung Start 2027 (STAR),SAP,2027年开始的学徒岗，方向不匹配 [F6],2026-04-15 19:45:01
4389305509,Embedded Softwareentwickler Aerospace (m/w/d),Liebherr Aerospace and Transportation,嵌入式软件开发，方向不匹配 [F1],2026-04-15 19:45:01
4389240008,FinOps Cloud Engineer,HDI Group,偏向云成本管理，方向不匹配 [F1],2026-04-15 19:45:01
4378945193,OpenShift System Engineer (m/w/d),IBM,方向不匹配，偏系统运维 [F1],2026-04-15 19:45:01
4401461154,Senior Inhouse System Engineer Datacenter Operations (all genders),adesso SE,方向不匹配，偏数据中心运维 [F1],2026-04-15 19:45:01
4383031533,Senior Datacenter Critical Facilities Engineer,Equinix,方向不匹配，偏设施工程管理 [F1],2026-04-15 19:45:01
4400798125,System Engineer (m/w/d),Rocken®,标题模糊，偏系统运维方向 [F1][F6],2026-04-15 19:45:01
4387540770,Embedded Software Engineer,Nokia,方向不匹配，偏嵌入式软件开发 [F1],2026-04-15 19:45:01
4371968252,Requirements Engineer (m/w/d) IAM,ATLAS Vertriebsservice,方向不匹配，偏需求分析工程 [F1],2026-04-15 19:45:01
4400723619,C++ Application Developer | Remote,Crossing Hurdles,技术栈C++偏离，非核心目标 [F2],2026-04-15 19:45:01
4389809071,Quant Developer - Mandarin Speaking (Open to Relocation),Hyphen Connect,岗位方向与核心诉求不符 [F6],2026-04-15 19:49:33
4402283212,Senior Solutions Engineer,Securecell AG,解决方案工程师，非核心开发岗 [F1],2026-04-15 19:49:33
4359457076,(Senior) Site Reliability Engineer (all genders),adesso Schweiz AG,SRE偏运维，非核心开发方向 [F1],2026-04-15 19:49:33
4401425686,DevOps Engineer - 16658,ProfiLogic AG,DevOps偏运维，非核心开发方向 [F1],2026-04-15 19:49:33
4399957692,ServiceNow developer,RED Global,ServiceNow开发，平台化低匹配 [F5],2026-04-15 19:49:33
4399771423,Software Engineering Transformation Lead,SwissPeak Partners,转型负责人，级别过高或非开发岗 [F3],2026-04-15 19:49:33
4399991141,Cloud Security Engineer,Nicoll Curtin,云安全工程师，非核心开发方向 [F1],2026-04-15 19:49:33
4401100109,Cloud Engineer (m/w/d),Rocken®,云工程师，非核心开发方向 [F1],2026-04-15 19:49:33
4399782050,"Integration Engineer C# and C++ (Starting Q3 2026, 80-100%, Zürich)",Manukai,技术栈偏离且方向不匹配核心目标 [F2][F6],2026-04-15 19:49:33
4400723619,C++ Application Developer | Remote,Crossing Hurdles,技术栈偏离，非候选人主要目标 [F2],2026-04-15 19:49:33
4366217003,Senior Backend Engineer - DAM,Frontify,纯后端且技术栈不明确，非首选方向 [F2][F6],2026-04-15 19:49:33
4398614453,Azure Platform Engineer - Security,Schweizer Paraplegiker-Zentrum,岗位方向不匹配核心开发目标 [F1][F6],2026-04-15 19:49:33
4379676216,Senior Support Engineer for Azure Cloud (f/m/d),SAP,纯支持岗位，方向不匹配 [F1],2026-04-15 19:53:59
4345271785,Senior IT Architekt Industrie 4.0 (w/m/d),Capgemini,岗位级别过高或方向不匹配 [F1][F3],2026-04-15 19:53:59
4402548041,Product Owner (all genders) - Upload Station Management,MOIA,纯产品管理岗位，方向不匹配 [F1],2026-04-15 19:53:59
4389579218,Projektingenieur / Projektleiter Fördertechnik (m/w/d),Müller Bleher Group,纯项目管理/工业工程，方向不匹配 [F1],2026-04-15 19:53:59
4390115703,Senior Product Owner (m/w/d) – ADDISON Datenservice,Wolters Kluwer,纯产品管理岗位，方向不匹配 [F1],2026-04-15 19:53:59
4390351659,Softwarearchitekt (m/w/d),LVM Versicherung,岗位级别过高或方向不匹配 [F1][F3],2026-04-15 19:53:59
4359846704,Project Manager for PLM and IoT System Solutions,CONTACT Software,纯项目管理岗位，方向不匹配 [F1],2026-04-15 19:53:59
4400082780,Teamlead IT Support (m/w/d),CHEFS CULINAR,纯IT支持管理岗位，方向不匹配 [F1],2026-04-15 19:53:59
4365747072,Solution Engineer für Softwareentwicklung in Vertriebsfällen (m/w/d),CONTACT Software,岗位信息模糊，可能偏销售/咨询，按规则过滤 [F6],2026-04-15 19:53:59
4401463828,Product Engineer (m/f/d),Buena,岗位信息模糊，无法判断是否匹配 [F6],2026-04-15 19:53:59
4363682603,Staff Product Security Engineer,World,纯安全工程岗位，方向不匹配 [F1],2026-04-15 19:53:59
4401433438,IT-Consultant Aktivgeschäft,Finanz Informatik,纯IT咨询岗位，方向不匹配 [F1],2026-04-15 19:53:59
4401468229,Engineering Intern (m/f/d),Buena,岗位信息模糊，无法判断是否匹配 [F6],2026-04-15 19:53:59
4365762051,Software Engineer mit Schwerpunkt im Data Engineering (m/w/d),CONTACT Software,方向不匹配，偏数据工程 [F1],2026-04-15 19:53:59
4400101038,Field Service Technician,Owen Daniels,方向不匹配，非开发岗位 [F1],2026-04-15 19:53:59
4401433437,Product Owner Auslandszahlungsverkehr und TARGET2,Finanz Informatik,方向不匹配，产品管理岗 [F1],2026-04-15 19:53:59
4399989377,Palantir Foundry Lead,Airswift,方向不匹配，平台特定岗 [F1],2026-04-15 19:53:59
4401432488,IT-Consultant für Beratungsprozesse,Finanz Informatik,过滤：纯咨询岗位，非工程开发 [F1],2026-04-15 19:57:15
4390117763,Principal Software Architect (m/w/d) in Direktvermittlung,FERCHAU,过滤：岗位级别过高，偏架构管理 [F3],2026-04-15 19:57:15
4371010728,Manager IBM Planning Analytics (all genders),MHP – A Porsche Company,过滤：管理岗且方向不匹配 [F1][F3],2026-04-15 19:57:15
4402534642,Product Owner (all genders) - Data Processing,MOIA,过滤：纯产品管理岗位 [F1],2026-04-15 19:57:15
4402544206,Cloud Consultant (All genders),Optimyze Consulting,过滤：信息不足，无法判断是否开发岗 [F6],2026-04-15 19:57:15
4401433439,IT-Consultant Aktivgeschäft,Finanz Informatik,过滤：纯咨询岗位，非工程开发 [F1],2026-04-15 19:57:15
4402528823,"Bilingual AI Annotator (English and Japanese) -(Remote- freelance, 10+ openings)",Braintrust,过滤：AI数据标注，非工程开发 [F1],2026-04-15 19:57:15
